row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
645,ssj529.2788.9930,"Zato tudi mi, ko smo govorili o sanacijskem programu TAM-a, nismo podprli prisilne poravnave.",17,17,yes,3.54,3.5384615384615383,3.54,yes,1.34,1.3383113045108395,1.34,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Zato] B[tudi] C[mi]D[,] E[ko] F[smo] G[govorili] H[o] I[sanacijskem] J[programu] K[TAM-a]L[,] M[nismo] N[podprli] O[prisilne] P[poravnave]Q[.] ","Zato <cc (tudi <advmod mi) <nsubj (, <punct ko <mark smo <aux govorili >obl (o <case sanacijskem <amod programu >nmod TAM-a) >punct ,) <advcl nismo <aux podprli >obj (prisilne <amod poravnave) >punct .",
646,ssj529.2789.9931,V tem trenutku je bistveno nerešeno vprašanje odnosa do AM BUS-a.,12,12,yes,1.60,1.6,1.60,yes,1.49,1.4860078734683375,1.49,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[V] B[tem] C[trenutku] D[je] E[bistveno] F[nerešeno] G[vprašanje] H[odnosa] I[do] J[AM] K[BUS-a]L[.] ,(V <case tem <det trenutku) <obl je <cop bistveno >nsubj (nerešeno <amod vprašanje >nmod (odnosa >nmod (do <case AM <nmod BUS-a))) >punct .,
647,ssj529.2789.9932,"Namreč, problem je v tem, da se pojavlja avtobusna proizvodnja tako v Mariboru kakor v Ljubljani in verjetno bo v bodoče potrebno zelo hitro doreči, na kakšen način organizirati ti dve proizvodnji, da si ne bosta med seboj konkurenčni.",44,44,yes,2.97,2.973684210526316,2.97,yes,1.42,1.4221386014371833,1.42,yes,9,9,yes,6.00,6,yes,2.00,2,yes,3.00,3.0,3.00,yes,"A[Namreč]B[,] C[problem] D[je] E[v] F[tem]G[,] H[da] I[se] J[pojavlja] K[avtobusna] L[proizvodnja] M[tako] N[v] O[Mariboru] P[kakor] Q[v] R[Ljubljani] S[in] T[verjetno] U[bo] V[v] W[bodoče] X[potrebno] Y[zelo] Z[hitro] A[doreči]B[,] C[na] D[kakšen] E[način] F[organizirati] G[ti] H[dve] I[proizvodnji]J[,] K[da] L[si] M[ne] N[bosta] O[med] P[seboj] Q[konkurenčni]R[.] ","(Namreč >punct ,) <discourse problem <nsubj je >obl (v <case tem >acl (, <punct da <mark se <expl pojavlja >nsubj (avtobusna <amod proizvodnja) >obl (tako <cc v <case Mariboru >conj (kakor <cc v <case Ljubljani)) >conj (in <cc verjetno <advmod bo <cop potrebno >csubj ((v <case bodoče) <obl (zelo <advmod hitro) <advmod doreči >ccomp (, <punct (na <case kakšen <det način) <obl organizirati >obj (ti <det dve <nummod proizvodnji) >advcl (, <punct da <mark si <expl ne <advmod bosta <cop (med <case seboj) <obl konkurenčni)))))) >punct .",
648,ssj529.2790.9933,Gospod minister!,3,3,yes,1.00,1.0,1.00,yes,0.00,0.0,0.00,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Gospod] B[minister]C[!] ,Gospod >nmod minister >punct !,
649,ssj529.2790.9934,Vi ste poskusili odgovoriti na nekaj vprašanj.,8,8,yes,1.67,1.6666666666666667,1.67,yes,0.93,0.9343602551820915,0.93,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,A[Vi] B[ste] C[poskusili] D[odgovoriti] E[na] F[nekaj] G[vprašanj]H[.] ,Vi <nsubj ste <aux poskusili >xcomp (odgovoriti >obl (na <case nekaj <det vprašanj)) >punct .,
650,ssj529.2790.9935,Verjetno na nekaj ste odgovorili.,6,6,yes,2.00,2.0,2.00,yes,0.80,0.8047189562170503,0.80,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Verjetno] B[na] C[nekaj] D[ste] E[odgovorili]F[.] ,Verjetno <advmod (na <case nekaj) <obl ste <aux odgovorili >punct .,
651,ssj529.2790.9936,Imava pač različne podatke.,5,5,yes,1.67,1.6666666666666667,1.67,yes,0.04,0.038480520568064065,0.04,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Imava] B[pač] C[različne] D[podatke]E[.] ,Imava >advmod pač >obj (različne <amod podatke) >punct .,
652,ssj529.2790.9937,"V TAM-u s temi programi, ki jih imajo sedaj, se pravi z delom na komponentah, ki jih bodo prodajali, trdi upravni odbor, da bo maksimalno lahko zaposloval največ 1600 delavcev; največ, da bo rentabilno posloval, 1600 delavcev.",46,46,yes,3.42,3.4166666666666665,3.42,yes,2.15,2.1521209674857205,2.15,yes,7,7,yes,5.00,5,yes,1.00,1,yes,5.00,5.0,5.00,yes,"A[V] B[TAM-u] C[s] D[temi] E[programi]F[,] G[ki] H[jih] I[imajo] J[sedaj]K[,] L[se] M[pravi] N[z] O[delom] P[na] Q[komponentah]R[,] S[ki] T[jih] U[bodo] V[prodajali]W[,] X[trdi] Y[upravni] Z[odbor]A[,] B[da] C[bo] D[maksimalno] E[lahko] F[zaposloval] G[največ] H[1600] I[delavcev]J[;] K[največ]L[,] M[da] N[bo] O[rentabilno] P[posloval]Q[,] R[1600] S[delavcev]T[.] ","(V <case TAM-u >orphan (s <case temi <det programi >acl (, <punct ki <mark jih <obj imajo >advmod sedaj) >appos (, <punct (se >fixed pravi) <cc z <case delom >nmod (na <case komponentah >acl (, <punct ki <mark jih <obj bodo <aux prodajali)))) >punct ,) <parataxis trdi >nsubj (upravni <amod odbor) >ccomp (, <punct da <mark bo <aux maksimalno <advmod lahko <advmod zaposloval >obj ((največ <advmod 1600) <nummod delavcev) >parataxis (; <punct največ <advmod (, <punct da <mark bo <aux rentabilno <advmod posloval >punct ,) <advcl 1600 <nummod delavcev)) >punct .",
653,ssj529.2790.9938,To so njihove besede.,5,5,yes,2.00,2.0,2.00,yes,0.55,0.5493061443340547,0.55,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[To] B[so] C[njihove] D[besede]E[.] ,To <nsubj so <cop njihove <det besede >punct .,
654,ssj529.2790.9939,"Omenili ste, da je še zaposlenih 3057 delavcev.",10,10,yes,2.29,2.2857142857142856,2.29,yes,0.15,0.14627650134318887,0.15,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Omenili] B[ste]C[,] D[da] E[je] F[še] G[zaposlenih] H[3057] I[delavcev]J[.] ","Omenili >aux ste >ccomp (, <punct da <mark je <cop še <advmod zaposlenih >nsubj (3057 <nummod delavcev)) >punct .",
655,ssj529.2790.9940,"Se pravi, Mariborčani in TAM-ovci morajo vedeti točno: 1600 ali pa če damo novo varianto, po vašem 2000 delavcev bo maksimalno zaposloval TAM.",27,27,yes,4.50,4.5,4.50,yes,1.01,1.0143989044305406,1.01,yes,6,6,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Se] B[pravi]C[,] D[Mariborčani] E[in] F[TAM-ovci] G[morajo] H[vedeti] I[točno]J[:] K[1600] L[ali] M[pa] N[če] O[damo] P[novo] Q[varianto]R[,] S[po] T[vašem] U[2000] V[delavcev] W[bo] X[maksimalno] Y[zaposloval] Z[TAM]A[.] ","(Se >fixed pravi >punct ,) <discourse (Mariborčani >conj (in <cc TAM-ovci)) <nsubj morajo >xcomp (vedeti >advmod točno) >parataxis (: <punct (1600 >conj (ali <cc pa <advmod (po <case vašem) <nmod 2000 <nummod delavcev)) <obl (če <mark damo >obj (novo <amod varianto) >punct ,) <advcl bo <aux maksimalno <advmod zaposloval >nsubj TAM) >punct .",
656,ssj529.2790.9941,Več ne.,3,3,yes,1.00,1.0,1.00,yes,0.35,0.34657359027997275,0.35,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Več] B[ne]C[.] ,Več <orphan ne >punct .,
657,ssj529.2790.9942,"To, da se da, to razliko vam bo gospa pojasnila in boste potem poskusili potem odgovoriti, kaj je prva številka - ali je 1600 ali 2000.",30,30,yes,2.54,2.5416666666666665,2.54,yes,0.66,0.6562068813486072,0.66,yes,9,9,yes,7.00,7,yes,4.00,4,yes,1.75,1.75,1.75,yes,"A[To]B[,] C[da] D[se] E[da]F[,] G[to] H[razliko] I[vam] J[bo] K[gospa] L[pojasnila] M[in] N[boste] O[potem] P[poskusili] Q[potem] R[odgovoriti]S[,] T[kaj] U[je] V[prva] W[številka] X[-] Y[ali] Z[je] A[1600] B[ali] C[2000]D[.] ","To >acl (, <punct da <mark se <expl da) >parataxis (, <punct (to <det razliko) <obj vam <iobj bo <aux gospa <nsubj pojasnila >conj (in <cc boste <aux potem <advmod poskusili >xcomp (potem <advmod odgovoriti >ccomp (, <punct kaj <nsubj je <cop prva <amod številka >parataxis (- <punct ali <cc je >obl (1600 >conj (ali <cc 2000))))))) >punct .",
658,ssj529.2790.9943,"Rekli ste, da so razne preiskovalne komisije v TAM-u delale preiskave in niste dobili rezultatov.",17,17,yes,3.00,3.0,3.00,yes,0.22,0.22091637613951956,0.22,yes,5,5,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Rekli] B[ste]C[,] D[da] E[so] F[razne] G[preiskovalne] H[komisije] I[v] J[TAM-u] K[delale] L[preiskave] M[in] N[niste] O[dobili] P[rezultatov]Q[.] ","Rekli >aux ste >ccomp (, <punct da <mark so <aux (razne <amod preiskovalne <amod komisije >nmod (v <case TAM-u)) <nsubj delale >obj preiskave >conj (in <cc niste <aux dobili >obj rezultatov)) >punct .",
659,ssj529.2790.9944,"Kot poslanec tega Državnega zbora in kot vsak državljan te države pričakujem - te preiskovalne komisije so bile iz kriminalistične policije in kriminalistične službe - da boste imeli toliko koordinacije v Vladi, da bo notranji minister vam te podatke dal.",42,42,yes,3.14,3.135135135135135,3.14,yes,1.91,1.9052400027539722,1.91,yes,6,6,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Kot] B[poslanec] C[tega] D[Državnega] E[zbora] F[in] G[kot] H[vsak] I[državljan] J[te] K[države] L[pričakujem] M[-] N[te] O[preiskovalne] P[komisije] Q[so] R[bile] S[iz] T[kriminalistične] U[policije] V[in] W[kriminalistične] X[službe] Y[-] Z[da] A[boste] B[imeli] C[toliko] D[koordinacije] E[v] F[Vladi]G[,] H[da] I[bo] J[notranji] K[minister] L[vam] M[te] N[podatke] O[dal]P[.] ","(Kot <case poslanec >nmod (tega <det Državnega <amod zbora) >conj (in <cc kot <case vsak <det državljan >nmod (te <det države))) <obl pričakujem >parataxis (- <punct (te <det preiskovalne <amod komisije) <nsubj so <aux bile >obl (iz <case kriminalistične <amod policije >conj (in <cc kriminalistične <amod službe)) >punct -) >ccomp (da <mark boste <aux imeli >obj (toliko <det koordinacije >nmod (v <case Vladi) >acl (, <punct da <mark bo <aux (notranji <amod minister) <nsubj vam <iobj (te <det podatke) <obj dal))) >punct .",
660,ssj529.2790.9945,"Če nam lahko odgovorite v tem zboru, zakaj tega niste dobili, ali pa eventualno, zakaj tega niste zahtevali, ali pa, če imate odgovor, zakaj tega niste dobili.",34,34,yes,4.38,4.384615384615385,4.38,yes,0.84,0.8440935391976728,0.84,yes,4,4,yes,5.00,5,yes,2.00,2,yes,2.50,2.5,2.50,yes,"A[Če] B[nam] C[lahko] D[odgovorite] E[v] F[tem] G[zboru]H[,] I[zakaj] J[tega] K[niste] L[dobili]M[,] N[ali] O[pa] P[eventualno]Q[,] R[zakaj] S[tega] T[niste] U[zahtevali]V[,] W[ali] X[pa]Y[,] Z[če] A[imate] B[odgovor]C[,] D[zakaj] E[tega] F[niste] G[dobili]H[.] ","Če <mark nam <iobj lahko <advmod odgovorite >obl (v <case tem <det zboru) >ccomp (, <punct zakaj <advmod tega <obj niste <aux dobili) >conj (, <punct ali <cc pa <advmod eventualno >ccomp (, <punct zakaj <advmod tega <obj niste <aux zahtevali)) >conj (, <punct ali <cc pa <advmod (, <punct če <mark imate >obj odgovor >punct ,) <advcl zakaj <advmod tega <obj niste <aux dobili) >punct .",
661,ssj529.2790.9946,"Vendar v mojem vprašanju in v mojem predlogu sklepa, ki ga gospod Školč ni niti prebral ali je menil, da ni potrebno, so to druge službe, ki vas pa redno obveščajo o vseh teh dogajanjih in tudi o TAM-u in predvsem o TAM-u, o velikih gospodarskih subjektih in dobite mesečna in trimesečna in letna poročila - ste seznanjeni gospod minister.",66,66,yes,4.47,4.4655172413793105,4.47,yes,2.22,2.217484369113328,2.22,yes,7,7,yes,7.00,7,yes,4.00,4,yes,1.75,1.75,1.75,yes,"A[Vendar] B[v] C[mojem] D[vprašanju] E[in] F[v] G[mojem] H[predlogu] I[sklepa]J[,] K[ki] L[ga] M[gospod] N[Školč] O[ni] P[niti] Q[prebral] R[ali] S[je] T[menil]U[,] V[da] W[ni] X[potrebno]Y[,] Z[so] A[to] B[druge] C[službe]D[,] E[ki] F[vas] G[pa] H[redno] I[obveščajo] J[o] K[vseh] L[teh] M[dogajanjih] N[in] O[tudi] P[o] Q[TAM-u] R[in] S[predvsem] T[o] U[TAM-u]V[,] W[o] X[velikih] Y[gospodarskih] Z[subjektih] A[in] B[dobite] C[mesečna] D[in] E[trimesečna] F[in] G[letna] H[poročila] I[-] J[ste] K[seznanjeni] L[gospod] M[minister]N[.] ","Vendar <cc (v <case mojem <det vprašanju >conj (in <cc v <case mojem <det predlogu >nmod sklepa >acl (, <punct ki <mark ga <obj (gospod >nmod Školč) <nsubj ni <aux niti <advmod prebral >conj (ali <cc je <aux menil >ccomp (, <punct da <mark ni <cop potrebno)) >punct ,))) <obl so <cop to <nsubj druge <amod službe >acl (, <punct ki <mark vas <obj pa <advmod redno <advmod obveščajo >obl (o <case vseh <det teh <det dogajanjih >conj (in <cc tudi <advmod o <case TAM-u) >conj (in <cc predvsem <advmod o <case TAM-u) >conj (, <punct o <case velikih <amod gospodarskih <amod subjektih)) >conj (in <cc dobite >obj ((mesečna >conj (in <cc trimesečna) >conj (in <cc letna)) <amod poročila))) >parataxis (- <punct ste <cop seznanjeni >vocative (gospod >nmod minister)) >punct .",
662,ssj529.2790.9947,"Če niste, povejte javno pred tem zborom in bomo zahtevali od ministrskega predsednika, da vas seznani.",19,19,yes,2.47,2.466666666666667,2.47,yes,1.14,1.144304569569036,1.14,yes,4,4,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Če] B[niste]C[,] D[povejte] E[javno] F[pred] G[tem] H[zborom] I[in] J[bomo] K[zahtevali] L[od] M[ministrskega] N[predsednika]O[,] P[da] Q[vas] R[seznani]S[.] ","(Če <mark niste >punct ,) <advcl povejte >advmod javno >obl (pred <case tem <det zborom) >conj (in <cc bomo <aux zahtevali >obl (od <case ministrskega <amod predsednika) >ccomp (, <punct da <mark vas <obj seznani)) >punct .",
663,ssj529.2790.9948,In tukaj niste dali odgovora.,6,6,yes,1.75,1.75,1.75,yes,0.83,0.8266785731844679,0.83,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[In] B[tukaj] C[niste] D[dali] E[odgovora]F[.] ,In <cc tukaj <advmod niste <aux dali >obj odgovora >punct .,
664,ssj529.2790.9949,"Poznate te tokove, kam je odtekal, kam še je odtekal denar v teh zadnjih plačilih Vlade in vas tukaj javno in odkrito sprašujem, ali so ti tokovi prekinjeni.",32,32,yes,3.30,3.2962962962962963,3.30,yes,0.46,0.4551189292743537,0.46,yes,6,6,yes,5.00,5,yes,3.00,3,yes,1.67,1.6666666666666667,1.67,yes,"A[Poznate] B[te] C[tokove]D[,] E[kam] F[je] G[odtekal]H[,] I[kam] J[še] K[je] L[odtekal] M[denar] N[v] O[teh] P[zadnjih] Q[plačilih] R[Vlade] S[in] T[vas] U[tukaj] V[javno] W[in] X[odkrito] Y[sprašujem]Z[,] A[ali] B[so] C[ti] D[tokovi] E[prekinjeni]F[.] ","Poznate >obj (te <det tokove >acl (, <punct kam <advmod je <aux odtekal)) >parataxis (, <punct kam <advmod še <advmod je <aux odtekal >nsubj denar >obl (v <case teh <det zadnjih <amod plačilih >nmod Vlade) >conj (in <cc vas <iobj tukaj <advmod (javno >conj (in <cc odkrito)) <advmod sprašujem >ccomp (, <punct ali <mark so <cop (ti <det tokovi) <nsubj prekinjeni))) >punct .",
665,ssj529.2790.9950,"Če pa jih ne poznate, naj vam dajo te podatke tiste službe, ki poročajo to Vladi in ki podatke imajo.",23,23,yes,2.32,2.3157894736842106,2.32,yes,1.73,1.7310811234995092,1.73,yes,5,5,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Če] B[pa] C[jih] D[ne] E[poznate]F[,] G[naj] H[vam] I[dajo] J[te] K[podatke] L[tiste] M[službe]N[,] O[ki] P[poročajo] Q[to] R[Vladi] S[in] T[ki] U[podatke] V[imajo]W[.] ","(Če <mark pa <advmod jih <obj ne <advmod poznate >punct ,) <advcl naj <advmod vam <iobj dajo >obj (te <det podatke) >nsubj (tiste <det službe >acl (, <punct ki <mark poročajo >obj to >iobj Vladi >conj (in <cc ki <mark podatke <obj imajo))) >punct .",
666,ssj530.2791.9951,Spet bi rad nekaj malega napisal o varnosti v cestnem prometu (VCP).,15,15,yes,2.64,2.6363636363636362,2.64,yes,1.13,1.1254268138251093,1.13,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Spet] B[bi] C[rad] D[nekaj] E[malega] F[napisal] G[o] H[varnosti] I[v] J[cestnem] K[prometu] L[(]M[VCP]N[)]O[.] ,Spet <advmod bi <aux rad <advmod (nekaj >amod malega) <obj napisal >obl (o <case varnosti >nmod (v <case cestnem <amod prometu) >appos (( <punct VCP >punct ))) >punct .,
667,ssj530.2791.9952,Tokrat - za spremembo - ne o lučeh.,9,9,yes,2.20,2.2,2.20,yes,0.91,0.9121413304668073,0.91,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Tokrat] B[-] C[za] D[spremembo] E[-] F[ne] G[o] H[lučeh]I[.] ,Tokrat <orphan (- <punct za <case spremembo >punct -) <orphan ne >orphan (o <case lučeh) >punct .,
668,ssj530.2791.9953,"Pa ne iz strahu pred predsednikom neke kratice iz Kopra, ki me je zadnjič enkrat zaradi moje pohvale zakona o VCP v delu, kjer se zahteva vožnja s prižganimi lučmi tudi podnevi, hudo okrcal (večina predsednikov tako ali tako nima preveč rada svetlobe), ampak zaradi dveh vprašanj, ki sem ju hotel v soboto, 11. 2., okrog poldneva po telefonu postaviti sodelujočim v oddaji o VCP na radiu, a nisem prišel skozi.",82,82,yes,5.47,5.4714285714285715,5.47,yes,0.77,0.7712814641733652,0.77,yes,11,11,yes,7.00,7,yes,3.00,3,yes,2.33,2.3333333333333335,2.33,yes,"A[Pa] B[ne] C[iz] D[strahu] E[pred] F[predsednikom] G[neke] H[kratice] I[iz] J[Kopra]K[,] L[ki] M[me] N[je] O[zadnjič] P[enkrat] Q[zaradi] R[moje] S[pohvale] T[zakona] U[o] V[VCP] W[v] X[delu]Y[,] Z[kjer] A[se] B[zahteva] C[vožnja] D[s] E[prižganimi] F[lučmi] G[tudi] H[podnevi]I[,] J[hudo] K[okrcal] L[(]M[večina] N[predsednikov] O[tako] P[ali] Q[tako] R[nima] S[preveč] T[rada] U[svetlobe]V[)]W[,] X[ampak] Y[zaradi] Z[dveh] A[vprašanj]B[,] C[ki] D[sem] E[ju] F[hotel] G[v] H[soboto]I[,] J[11.] K[2.]L[,] M[okrog] N[poldneva] O[po] P[telefonu] Q[postaviti] R[sodelujočim] S[v] T[oddaji] U[o] V[VCP] W[na] X[radiu]Y[,] Z[a] A[nisem] B[prišel] C[skozi]D[.] ","Pa <cc ne >orphan (iz <case strahu >nmod (pred <case predsednikom >nmod (neke <det kratice >nmod (iz <case Kopra)) >acl (, <punct ki <mark me <obj je <aux zadnjič <advmod enkrat <advmod (zaradi <case moje <det pohvale >nmod (zakona >nmod (o <case VCP) >nmod (v <case delu >acl (, <punct kjer <mark se <expl zahteva >nsubj (vožnja >nmod (s <case prižganimi <amod lučmi)) >advmod (tudi <advmod podnevi) >punct ,)))) <obl hudo <advmod okrcal >parataxis (( <punct (večina >nmod predsednikov) <nsubj (tako >conj (ali <cc tako)) <advmod nima >advmod (preveč <advmod rada) >obj svetlobe >punct ))))) >orphan (, <punct ampak <cc zaradi <case dveh <nummod vprašanj >acl (, <punct ki <mark sem <aux hotel >xcomp (ju <obj (v <case soboto >appos (, <punct 11. >flat 2. >punct ,)) <obl (okrog <case poldneva) <obl (po <case telefonu) <obl postaviti >iobj (sodelujočim >nmod (v <case oddaji >nmod (o <case VCP) >nmod (na <case radiu)))) >conj (, <punct a <cc nisem <aux prišel >advmod skozi))) >punct .",
669,ssj531.2792.9954,Mejo med (še) dopustnimi vzgojnimi postopki in ponižujočim ravnanjem ali verbalnim nasiljem določa šolska praksa,17,17,yes,4.21,4.214285714285714,4.21,yes,1.24,1.2350736510682734,1.24,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Mejo] B[med] C[(]D[še]E[)] F[dopustnimi] G[vzgojnimi] H[postopki] I[in] J[ponižujočim] K[ravnanjem] L[ali] M[verbalnim] N[nasiljem] O[določa] P[šolska] Q[praksa] ,(Mejo >nmod (med <case dopustnimi <amod vzgojnimi <amod postopki >conj (in <cc ponižujočim <amod ravnanjem) >conj (ali <cc verbalnim <amod nasiljem))) <obj (( <punct še >punct )) <discourse določa >nsubj (šolska <amod praksa),
670,ssj531.2793.9955,"P. S. Ne vem tudi, kdo je že pripeljal v Energetiko Pogačarja.",14,14,yes,2.18,2.1818181818181817,2.18,yes,1.11,1.1119362594095554,1.11,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[P.] B[S.] C[Ne] D[vem] E[tudi]F[,] G[kdo] H[je] I[že] J[pripeljal] K[v] L[Energetiko] M[Pogačarja]N[.] ","(P. >fixed S.) <parataxis Ne <advmod vem >advmod tudi >ccomp (, <punct kdo <nsubj je <aux že <advmod pripeljal >obl (v <case Energetiko) >obj Pogačarja) >punct .",
671,ssj531.2793.9956,Jaz ga nisem.,4,4,yes,1.50,1.5,1.50,yes,0.49,0.49041462650586304,0.49,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Jaz] B[ga] C[nisem]D[.] ,Jaz <nsubj ga <obj nisem >punct .,
672,ssj531.2793.9957,"Če to ve Janša in če je pomembno, bom z veseljem prisluhnil.",14,14,yes,2.73,2.727272727272727,2.73,yes,1.48,1.478120206266169,1.48,yes,4,4,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Če] B[to] C[ve] D[Janša] E[in] F[če] G[je] H[pomembno]I[,] J[bom] K[z] L[veseljem] M[prisluhnil]N[.] ","(Če <mark to <obj ve >nsubj Janša >conj (in <cc če <mark je <cop pomembno) >punct ,) <advcl bom <aux (z <case veseljem) <obl prisluhnil >punct .",
673,ssj531.2794.9958,"Italijanski mediji poročajo, da je Bossijeva soproga Manuela pozvala druge voditelje gibanja, naj nadaljujejo načrtovane dejavnosti.",19,19,yes,2.40,2.4,2.40,yes,1.03,1.0278625075312602,1.03,yes,5,5,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Italijanski] B[mediji] C[poročajo]D[,] E[da] F[je] G[Bossijeva] H[soproga] I[Manuela] J[pozvala] K[druge] L[voditelje] M[gibanja]N[,] O[naj] P[nadaljujejo] Q[načrtovane] R[dejavnosti]S[.] ","(Italijanski <amod mediji) <nsubj poročajo >ccomp (, <punct da <mark je <aux (Bossijeva <amod soproga >nmod Manuela) <nsubj pozvala >iobj (druge <amod voditelje >nmod gibanja) >ccomp (, <punct naj <mark nadaljujejo >obj (načrtovane <amod dejavnosti))) >punct .",
674,ssj531.2794.9959,"Za 28. marec je v Berganu napovedana skupščina Zveze severa, Bossi pa je ta dan vladi postavil kot zadnji rok za sprejem zakona o implementaciji federalne reforme.",29,29,yes,2.35,2.3461538461538463,2.35,yes,1.75,1.7492260173865684,1.75,yes,8,8,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Za] B[28.] C[marec] D[je] E[v] F[Berganu] G[napovedana] H[skupščina] I[Zveze] J[severa]K[,] L[Bossi] M[pa] N[je] O[ta] P[dan] Q[vladi] R[postavil] S[kot] T[zadnji] U[rok] V[za] W[sprejem] X[zakona] Y[o] Z[implementaciji] A[federalne] B[reforme]C[.] ","(Za <case 28. <nummod marec) <obl je <cop (v <case Berganu) <obl napovedana >nsubj (skupščina >nmod (Zveze >nmod severa)) >parataxis (, <punct Bossi <nsubj pa <advmod je <aux (ta <det dan) <obl vladi <iobj postavil >obl (kot <case zadnji <amod rok >nmod (za <case sprejem >nmod (zakona >nmod (o <case implementaciji >nmod (federalne <amod reforme)))))) >punct .",
675,ssj531.2795.9960,"MARSA - Potem ko so zimsko sezono z uspešnim nastopom na svetovnem atletskem dvoranskem prvenstvu v Budimpešti prejšnji konec tedna sklenili tekači in šprinterji, so bili minuli konec tedna na Malti aktivni še najboljši slovenski metalci.",38,38,yes,4.91,4.911764705882353,4.91,yes,1.92,1.919800755240727,1.92,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[MARSA] B[-] C[Potem] D[ko] E[so] F[zimsko] G[sezono] H[z] I[uspešnim] J[nastopom] K[na] L[svetovnem] M[atletskem] N[dvoranskem] O[prvenstvu] P[v] Q[Budimpešti] R[prejšnji] S[konec] T[tedna] U[sklenili] V[tekači] W[in] X[šprinterji]Y[,] Z[so] A[bili] B[minuli] C[konec] D[tedna] E[na] F[Malti] G[aktivni] H[še] I[najboljši] J[slovenski] K[metalci]L[.] ","(MARSA >punct -) <parataxis ((Potem >fixed ko) <mark so <aux (zimsko <amod sezono) <obj (z <case uspešnim <amod nastopom >nmod (na <case svetovnem <amod atletskem <amod dvoranskem <amod prvenstvu)) <obl (v <case Budimpešti) <obl (prejšnji <amod konec >nmod tedna) <obl sklenili >nsubj (tekači >conj (in <cc šprinterji)) >punct ,) <advcl so <aux bili <cop (minuli <amod konec >nmod tedna) <obl (na <case Malti) <obl aktivni >nsubj (še <advmod najboljši <amod slovenski <amod metalci) >punct .",
