Tree	Absolute frequency	Relative frequency	Order	Number of nodes	Head node	Example	MDD	NDD	Max depth	N clauses	N T-units	Clauses/T-unit
(Zračni <amod pritisk) <nsubj znaša >obl (okoli <case tisočino >nmod (pritiska >nmod (na <case morski <amod gladini))) >punct .	1	4.6	ABCDEFGHIJ	10	znaša	A[Zračni] B[pritisk] C[znaša] D[okoli] E[tisočino] F[pritiska] G[na] H[morski] I[gladini]J[.] 	1.50	1.18	5	1.00	1.00	1.00
(Zunanjepolitična <amod sla >nmod (po <case oblasti)) <nsubj je <cop (v <case bistvu) <obl iracionalna >conj (in <cc vselej <advmod trči >obl (ob <case nasprotnika >acl (, <punct ki <mark je <cop (prav <advmod tako) <advmod iracionalen))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	iracionalna	A[Zunanjepolitična] B[sla] C[po] D[oblasti] E[je] F[v] G[bistvu] H[iracionalna] I[in] J[vselej] K[trči] L[ob] M[nasprotnika]N[,] O[ki] P[je] Q[prav] R[tako] S[iracionalen]T[.] 	2.29	1.63	6	3.00	2.00	1.50
(Zunanji <amod minister >nmod (Dimitrij >flat Rupel)) <nsubj je <aux pisal >obj pismo >iobj (poslancem >nmod (državnega <amod zbora)) >conj (in <cc jih <iobj prosil >ccomp (, <punct naj <mark premislijo >obl (o <case njeni <det kandidaturi))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	pisal	A[Zunanji] B[minister] C[Dimitrij] D[Rupel] E[je] F[pisal] G[pismo] H[poslancem] I[državnega] J[zbora] K[in] L[jih] M[prosil]N[,] O[naj] P[premislijo] Q[o] R[njeni] S[kandidaturi]T[.] 	2.00	1.62	5	3.00	2.00	1.50
(Zunanji <amod sloj >nmod atmosfere) <nsubj vsebuje >obj (kristale >nmod (zmrznjenega <amod amonijaka)) >punct .	1	4.6	ABCDEFGH	8	vsebuje	A[Zunanji] B[sloj] C[atmosfere] D[vsebuje] E[kristale] F[zmrznjenega] G[amonijaka]H[.] 	1.33	1.30	4	1.00	1.00	1.00
(Zveza >nmod (med <case jedrom >nmod (ene <nummod povedi) >conj (in <cc izhodiščem >amod naslednje))) <nsubj ustvarja >obj (vsebinsko <amod zaokroženost >nmod besedila) >punct .	1	4.6	ABCDEFGHIJKLM	13	ustvarja	A[Zveza] B[med] C[jedrom] D[ene] E[povedi] F[in] G[izhodiščem] H[naslednje] I[ustvarja] J[vsebinsko] K[zaokroženost] L[besedila]M[.] 	2.18	1.52	5	1.00	1.00	1.00
(Zveza >nmod NATO) <nsubj je <aux uvedla >obj sarin >obl (kot <case standardno <amod kemično <amod orožje) >parataxis (, <punct (tako <cc Sovjetska <amod zveza >conj (kot <case Združene <amod države >nmod Amerike)) <nsubj so <aux proizvajale >obj sarin >obl (za <case vojaške <amod namene)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	uvedla	A[Zveza] B[NATO] C[je] D[uvedla] E[sarin] F[kot] G[standardno] H[kemično] I[orožje]J[,] K[tako] L[Sovjetska] M[zveza] N[kot] O[Združene] P[države] Q[Amerike] R[so] S[proizvajale] T[sarin] U[za] V[vojaške] W[namene]X[.] 	2.71	1.22	5	2.00	2.00	1.00
(Zvezo >nmod komunistov) <obj so <aux (že <advmod zgodaj >appos (, <punct kmalu <advmod po <case vojni >punct ,)) <advmod zapuščali >nsubj (najbolj <advmod premeteni >acl (, <punct ki <mark so <aux potem <advmod navadno <advmod končali >obl (kot <case direktorji >nmod (uspešnih <amod podjetij)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	zapuščali	A[Zvezo] B[komunistov] C[so] D[že] E[zgodaj]F[,] G[kmalu] H[po] I[vojni]J[,] K[zapuščali] L[najbolj] M[premeteni]N[,] O[ki] P[so] Q[potem] R[navadno] S[končali] T[kot] U[direktorji] V[uspešnih] W[podjetij]X[.] 	3.05	1.56	6	2.00	1.00	2.00
(generalni <amod sekretar) <nsubj ne <advmod sme >xcomp ((Kot <case vodja >nmod (uprave >nmod OR)) <obl biti <cop nosilec >nmod (političnega <amod mandata)) >punct .	1	4.6	EFGHABCDIJKLM	13	sme	A[Kot] B[vodja] C[uprave] D[OR] E[generalni] F[sekretar] G[ne] H[sme] I[biti] J[nosilec] K[političnega] L[mandata]M[.] 	1.91	1.59	5	2.00	1.00	2.00
(motorno <amod vozilo >nmod (iz <case drugega <amod odstavka >nmod (3. <nummod člena >nmod (tega <det zakona)))) <nsubj ne <advmod sme >xcomp ((Brez <case dokazila >nmod (o <case plačilu >nmod davka)) <obl se <expl registrirati) >punct .	1	4.6	GHIJKLMNOPQABCDEFRS	19	sme	A[Brez] B[dokazila] C[o] D[plačilu] E[davka] F[se] G[motorno] H[vozilo] I[iz] J[drugega] K[odstavka] L[3.] M[člena] N[tega] O[zakona] P[ne] Q[sme] R[registrirati]S[.] 	3.35	1.62	6	2.00	1.00	2.00
(ob <case (Točno <advmod 15.) <nummod uri) <obl so <aux pari <nsubj zaplesali >obj četvorko >advcl (, <punct čeprav <mark je <aux začelo >xcomp ((ravno <advmod takrat) <advmod deževati)) >punct .	1	4.6	BACDEFGHIJKNLMOP	16	zaplesali	A[Točno] B[ob] C[15.] D[uri] E[so] F[pari] G[zaplesali] H[četvorko]I[,] J[čeprav] K[je] L[ravno] M[takrat] N[začelo] O[deževati]P[.] 	2.31	1.42	5	3.00	1.00	3.00
(odločiti >expl se >obl (med <case manekenstvom >conj (in <cc zdravjem))) <xcomp sem <aux morala >conj (in <cc zmagalo >aux je >nsubj drugo) >punct .	1	4.6	ACEFGHBDIJKLM	13	morala	A[odločiti] B[sem] C[se] D[morala] E[med] F[manekenstvom] G[in] H[zdravjem] I[in] J[zmagalo] K[je] L[drugo]M[.] 	2.36	1.03	5	3.00	2.00	1.50
(s <case komercialnim <amod sporazumom) <obl naj <advmod bi <aux Adria <nsubj Jatu <iobj plačevala >obj (polete >nmod (v <case jugoslovansko <amod prestolnico)) >parataxis (ne <advmod želijo >xcomp ((O <case primernem <amod nadomestilu >acl (, <punct (o <case katerem) <obl govorijo >obl (v <case Jatu))) <obl (v <case slovenskem <amod prevozniku) <obl nič <obj slišati >conj (in <cc pravijo >ccomp (, <punct da <mark se <expl (takšne <det vrste <nmod povračilo) <nsubj (v <case Evropi) <obl (že <advmod dolgo) <advmod ne <advmod uporablja >advmod več >conj (in <cc so <aux ga <obj nadomestili >nsubj (recipročni <amod poleti)))))) >punct .	1	4.6	JKLMNOPQRSTUYZABCDEFGHIVWXABCDEFGHIJKLMNOPQRSTUVWX	50	plačevala	A[O] B[primernem] C[nadomestilu]D[,] E[o] F[katerem] G[govorijo] H[v] I[Jatu] J[s] K[komercialnim] L[sporazumom] M[naj] N[bi] O[Adria] P[Jatu] Q[plačevala] R[polete] S[v] T[jugoslovansko] U[prestolnico] V[v] W[slovenskem] X[prevozniku] Y[ne] Z[želijo] A[nič] B[slišati] C[in] D[pravijo]E[,] F[da] G[se] H[takšne] I[vrste] J[povračilo] K[v] L[Evropi] M[že] N[dolgo] O[ne] P[uporablja] Q[več] R[in] S[so] T[ga] U[nadomestili] V[recipročni] W[poleti]X[.] 	3.24	2.16	8	7.00	4.00	1.75
(smo <aux skušale >xcomp (Raznolikost <obj povezati >obl (v <case enotnost)) >parataxis (, <punct (po <case drugi <amod strani) <obl pa <advmod tudi <advmod poudariti >obj samosvojost) >punct , >conj (, <punct a <cc (ta <det identifikacija) <nsubj je <aux bila <cop seveda <advmod lahko <advmod le <advmod delna >parataxis (: <punct Večkrat <advmod so <aux (moji <det predlogi) <nsubj naleteli >obl (na <case hud <amod odpor)))) <parataxis je <aux (s <case slovničnim <amod spolom) <obl nakazal >obj (svojo <det identifikacijo >nmod (z <case ustvarjalkami)) >nsubj Potočan >punct .	1	4.6	BCADEFGHIJKLMNOZABCDEFGHIJKLMNOPQRPQRSTUVWXYS	45	nakazal	A[Raznolikost] B[smo] C[skušale] D[povezati] E[v] F[enotnost]G[,] H[po] I[drugi] J[strani] K[pa] L[tudi] M[poudariti] N[samosvojost]O[,] P[je] Q[s] R[slovničnim] S[spolom] T[nakazal] U[svojo] V[identifikacijo] W[z] X[ustvarjalkami] Y[Potočan]Z[,] A[a] B[ta] C[identifikacija] D[je] E[bila] F[seveda] G[lahko] H[le] I[delna]J[:] K[Večkrat] L[so] M[moji] N[predlogi] O[naleteli] P[na] Q[hud] R[odpor]S[.] 	3.77	2.00	6	6.00	5.00	1.20
(zdaj <orphan pa <orphan s <case strahovalno <amod politiko >nmod (do <case beguncev >acl (, <punct ki <mark (s <case čolni) <obl prihajajo >obl (v <case Avstralijo) >conj (in <cc iščejo >obj (zatočišče >conj (in <cc delo))) >punct ,))) <parataxis hoče >xcomp ((S <case svojim <det obotavljanjem >acl (, <punct da <mark bi <aux se <expl Aboriginom <obj opravičil >obl (za <case grehe >nmod (belopoltih <amod priseljencev)) >punct ,)) <obl utišati >obj (desno <amod radikalno <amod konkurenco)) >punct .	1	4.6	OPQRSTUVWXYZABCDEFGHIABCDEFGHIJKLMNJKLMN	40	hoče	A[S] B[svojim] C[obotavljanjem]D[,] E[da] F[bi] G[se] H[Aboriginom] I[opravičil] J[za] K[grehe] L[belopoltih] M[priseljencev]N[,] O[zdaj] P[pa] Q[s] R[strahovalno] S[politiko] T[do] U[beguncev]V[,] W[ki] X[s] Y[čolni] Z[prihajajo] A[v] B[Avstralijo] C[in] D[iščejo] E[zatočišče] F[in] G[delo]H[,] I[hoče] J[utišati] K[desno] L[radikalno] M[konkurenco]N[.] 	3.41	2.31	8	5.00	2.00	2.50
(» <punct (Ah >punct ,) <discourse končno <advmod sem <aux dočakala >obj (te <det presnete <amod točke) >punct , >punct «) <ccomp je <aux (malce <advmod po <case prihodu >nmod (v <case cilj)) <obl dejala >nsubj (tekmovalka >acl (, <punct ki <mark se <expl je <aux (k <case slovenski <amod biatlonski <amod reprezentanci) <obl preselila >obl (iz <case vrst >nmod (hrvaških <amod nordijcev)) >obl (pred <case sezono >nummod (2000 >conj (/ <punct 01))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKL	38	dejala	A[»]B[Ah]C[,] D[končno] E[sem] F[dočakala] G[te] H[presnete] I[točke]J[,]K[«] L[je] M[malce] N[po] O[prihodu] P[v] Q[cilj] R[dejala] S[tekmovalka]T[,] U[ki] V[se] W[je] X[k] Y[slovenski] Z[biatlonski] A[reprezentanci] B[preselila] C[iz] D[vrst] E[hrvaških] F[nordijcev] G[pred] H[sezono] I[2000]J[/]K[01]L[.] 	3.03	2.04	7	3.00	1.00	3.00
(» <punct (Dominantni <amod dvojček) <nsubj lahko <advmod nastopa >obl (z <case vedenjsko <amod strukturo >nmod (modela >nmod (moške <amod vloge))) >punct , >punct «) <ccomp sem <aux rekel >iobj Kate >punct .	1	4.6	ABCDEFGHIJKLMNOPQ	17	rekel	A[»]B[Dominantni] C[dvojček] D[lahko] E[nastopa] F[z] G[vedenjsko] H[strukturo] I[modela] J[moške] K[vloge]L[,]M[«] N[sem] O[rekel] P[Kate]Q[.] 	2.17	1.82	6	2.00	1.00	2.00
(» <punct (Gospa >nmod Ryan) <nsubj je <aux potrdila >ccomp (, <punct da <mark je <aux (njen <det mož >nmod Jimmy >amod (, <punct zaposlen >nmod (pri <case gradbenem <amod podjetju >nmod (Sama >flat Krausa)) >punct ,)) <nsubj danes <advmod nameraval >obl (na <case sestanek) >obl (na <case ladjico >nmod (Cornelia >flat II)) >punct ,) >punct «) <ccomp je <aux govoril >nsubj Brennan >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFG	33	govoril	A[»]B[Gospa] C[Ryan] D[je] E[potrdila]F[,] G[da] H[je] I[njen] J[mož] K[Jimmy]L[,] M[zaposlen] N[pri] O[gradbenem] P[podjetju] Q[Sama] R[Krausa]S[,] T[danes] U[nameraval] V[na] W[sestanek] X[na] Y[ladjico] Z[Cornelia] A[II]B[,]C[«] D[je] E[govoril] F[Brennan]G[.] 	4.44	1.84	8	3.00	1.00	3.00
(» <punct (Hej >punct ,) <discourse (Riccio >punct ,) <vocative (z <case mojim <det bratcem) <obl ne <advmod boš <aux tako <advmod govoril >parataxis (, <punct jasno) >punct ? >punct «) <ccomp mu <iobj je <aux zagrozil >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	zagrozil	A[»]B[Hej]C[,] D[Riccio]E[,] F[z] G[mojim] H[bratcem] I[ne] J[boš] K[tako] L[govoril]M[,] N[jasno]O[?] P[«] Q[mu] R[je] S[zagrozil]T[.] 	3.58	1.44	4	2.00	1.00	2.00
(» <punct (Jutri >advmod zjutraj) <advmod dobiš >obj (novo <amod frizuro) >punct , >punct «) <ccomp je <aux dodala >punct .	1	4.6	ABCDEFGHIJK	11	dodala	A[»]B[Jutri] C[zjutraj] D[dobiš] E[novo] F[frizuro]G[,]H[«] I[je] J[dodala]K[.] 	2.17	1.27	4	2.00	1.00	2.00
(» <punct (Ne >punct ,) <discourse jaz <nsubj bom >punct , >punct «) <ccomp je <aux odvrnil >nsubj Victor >conj (in <cc Boja <obj previdno <advmod odložil >obl (v <case naslanjač >nmod (ob <case vhodnih <amod vratih))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	odvrnil	A[»]B[Ne]C[,] D[jaz] E[bom]F[,]G[«] H[je] I[odvrnil] J[Victor] K[in] L[Boja] M[previdno] N[odložil] O[v] P[naslanjač] Q[ob] R[vhodnih] S[vratih]T[.] 	2.14	1.66	5	3.00	2.00	1.50
(» <punct (No >punct ,) <discourse pa <cc hvala >amod lepa >conj (, <punct dober <amod tek) >conj (in <cc lahko <amod noč) >punct ! >punct «) <ccomp sta <aux mu <iobj nalašč <advmod zaklicala >obl (kot <case črnci >nmod (ob <case slovesu)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVW	23	zaklicala	A[»]B[No]C[,] D[pa] E[hvala] F[lepa]G[,] H[dober] I[tek] J[in] K[lahko] L[noč]M[!] N[«] O[sta] P[mu] Q[nalašč] R[zaklicala] S[kot] T[črnci] U[ob] V[slovesu]W[.] 	2.81	1.80	4	1.00	1.00	1.00
(» <punct (No >punct ,) <discourse pojdimo >obl ponjo >punct , >punct «) <ccomp je <aux olajšano <advmod dejal >nsubj Daniel >punct .	1	4.6	ABCDEFGHIJKL	12	dejal	A[»]B[No]C[,] D[pojdimo] E[ponjo]F[,]G[«] H[je] I[olajšano] J[dejal] K[Daniel]L[.] 	2.17	1.27	4	2.00	1.00	2.00
(» <punct (Pod <case nizozemsko <amod zastavo) <obl pluje >punct , >punct «) <ccomp je <aux pripomnil >punct .	1	4.6	ABCDEFGHIJ	10	pripomnil	A[»]B[Pod] C[nizozemsko] D[zastavo] E[pluje]F[,]G[«] H[je] I[pripomnil]J[.] 	1.80	1.32	4	2.00	1.00	2.00
(» <punct (Pozna <amod uveljavitev >nmod (zahtevane <amod tehnične <amod zakonodaje >nmod (za <case (majhna >conj (in <cc srednje <advmod velika)) <amod podjetja))) <nsubj bo <aux pomenila >obj (izgubo >nmod (koristi >acl (, <punct ki <mark jih <obj bo <aux prinesel >nsubj (skupni <amod evropski <amod trg) >punct ,))) >punct «) <ccomp je <aux poudaril >nsubj (vodja >nmod (delegacije >nmod (Evropske <amod komisije) >nmod (v <case Sloveniji)) >nmod (Erwan >flat Fouere)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJK	37	poudaril	A[»]B[Pozna] C[uveljavitev] D[zahtevane] E[tehnične] F[zakonodaje] G[za] H[majhna] I[in] J[srednje] K[velika] L[podjetja] M[bo] N[pomenila] O[izgubo] P[koristi]Q[,] R[ki] S[jih] T[bo] U[prinesel] V[skupni] W[evropski] X[trg]Y[,]Z[«] A[je] B[poudaril] C[vodja] D[delegacije] E[Evropske] F[komisije] G[v] H[Sloveniji] I[Erwan] J[Fouere]K[.] 	2.94	2.31	8	3.00	1.00	3.00
(» <punct (Statistični <amod podatki) <nsubj so <aux pokazali >ccomp (, <punct da <mark (približno <advmod tretjina >nmod otrok) <nsubj tu <advmod popolnoma <advmod ozdravi >parataxis (, <punct drugim <iobj pa <advmod (zdravljenje >nmod (pri <case nas)) <nsubj močno <advmod ublaži >obj (zdravstvene <amod težave))) >punct , >punct «) <ccomp je <aux izjavil >nsubj (Jan >flat Vrabec >appos (, <punct upravitelj >nmod (jame >acl (( <punct ki <mark je >obl (v <case lasti >nmod (slovaške <amod države)) >punct ))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNO	41	izjavil	A[»]B[Statistični] C[podatki] D[so] E[pokazali]F[,] G[da] H[približno] I[tretjina] J[otrok] K[tu] L[popolnoma] M[ozdravi]N[,] O[drugim] P[pa] Q[zdravljenje] R[pri] S[nas] T[močno] U[ublaži] V[zdravstvene] W[težave]X[,]Y[«] Z[je] A[izjavil] B[Jan] C[Vrabec]D[,] E[upravitelj] F[jame] G[(]H[ki] I[je] J[v] K[lasti] L[slovaške] M[države]N[)]O[.] 	3.10	2.23	8	5.00	2.00	2.50
(» <punct (Tudi <advmod tvoja >appos (, <punct tista >acl (, <punct ki <mark jo <obj imaš >obl (v <case solinah) >obl (pri <case Stricu) >punct ,))) <det bo <cop (čez <case tristo <nummod let) <obl ena >nmod ((najbolj <advmod znamenitih) <amod violin >nmod (pod <case soncem)) >punct , >punct «) <ccomp je <aux menil >nsubj Tomo >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCD	30	menil	A[»]B[Tudi] C[tvoja]D[,] E[tista]F[,] G[ki] H[jo] I[imaš] J[v] K[solinah] L[pri] M[Stricu]N[,] O[bo] P[čez] Q[tristo] R[let] S[ena] T[najbolj] U[znamenitih] V[violin] W[pod] X[soncem]Y[,]Z[«] A[je] B[menil] C[Tomo]D[.] 	2.77	2.19	7	3.00	1.00	3.00
(» <punct (Varnostni <amod sistem) <nsubj (v <case notranjosti) <obl zaznava >obj (eno <nummod osebo) >punct , >punct «) <ccomp je <aux rekla >nsubj Vrana >punct .	1	4.6	ABCDEFGHIJKLMN	14	rekla	A[»]B[Varnostni] C[sistem] D[v] E[notranjosti] F[zaznava] G[eno] H[osebo]I[,]J[«] K[je] L[rekla] M[Vrana]N[.] 	1.89	1.71	4	2.00	1.00	2.00
(» <punct (Če <mark bomo <aux želeli >xcomp (zagotoviti >obj (zanesljivo <amod oskrbo)) >punct ,) <advcl bo >advmod treba >csubj ((do <case takrat) <advmod dograditi >obj (nove <amod elektrarne) >conj (in <cc ojačiti >obj (prenosno <amod omrežje))) >punct , >punct «) <ccomp razlaga >nsubj Korošec >punct .	1	4.6	ABCDEFGHILJKMNOPQRSTUVWX	24	razlaga	A[»]B[Če] C[bomo] D[želeli] E[zagotoviti] F[zanesljivo] G[oskrbo]H[,] I[bo] J[do] K[takrat] L[treba] M[dograditi] N[nove] O[elektrarne] P[in] Q[ojačiti] R[prenosno] S[omrežje]T[,]U[«] V[razlaga] W[Korošec]X[.] 	2.61	2.03	6	6.00	2.00	3.00
(» <punct (Če <mark se <expl ti <iobj posreči >xcomp (osvojiti >obj (en <nummod major)) >punct ,) <advcl si <aux imel >obj (čudovito <amod leto) >punct , >punct «) <ccomp pravi >nsubj (najboljši <amod golfist >nmod (na <case svetu)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTU	21	pravi	A[»]B[Če] C[se] D[ti] E[posreči] F[osvojiti] G[en] H[major]I[,] J[si] K[imel] L[čudovito] M[leto]N[,]O[«] P[pravi] Q[najboljši] R[golfist] S[na] T[svetu]U[.] 	2.07	2.01	6	4.00	1.00	4.00
(» <punct (Če <mark verjameš >conj (ali <cc ne) >punct ,) <advcl Kate <nsubj ni <cop dovolj <advmod samovšečna >punct , >punct «) <ccomp sem <aux rekel >iobj Sampsonu >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	rekel	A[»]B[Če] C[verjameš] D[ali] E[ne]F[,] G[Kate] H[ni] I[dovolj] J[samovšečna]K[,]L[«] M[sem] N[rekel] O[Sampsonu]P[.] 	2.30	1.64	5	3.00	1.00	3.00
(» <punct A <mark ti <nsubj misliš >ccomp (, <punct da <mark bom <aux tole <obj podpisala) >punct ? >punct «) <ccomp je <aux (s <case težavo) <obl izdavila >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	izdavila	A[»]B[A] C[ti] D[misliš]E[,] F[da] G[bom] H[tole] I[podpisala]J[?]K[«] L[je] M[s] N[težavo] O[izdavila]P[.] 	3.00	1.41	4	3.00	1.00	3.00
(» <punct Dovolj <advmod bo >obl (za <case začetek) >punct , >punct «) <ccomp je <aux rekel >nsubj inšpektor >punct .	1	4.6	ABCDEFGHIJK	11	rekel	A[»]B[Dovolj] C[bo] D[za] E[začetek]F[,]G[«] H[je] I[rekel] J[inšpektor]K[.] 	2.00	1.30	4	2.00	1.00	2.00
(» <punct Fantastično <advmod izgledaš >punct , >punct «) <ccomp je <aux rekel >punct .	1	4.6	ABCDEFGH	8	rekel	A[»]B[Fantastično] C[izgledaš]D[,]E[«] F[je] G[rekel]H[.] 	2.00	0.83	3	2.00	1.00	2.00
(» <punct Frizerski <amod salon >nmod (za <case moške) >punct «) <nsubj je <aux bil <cop (najbolj <advmod vroč) <amod kraj >nmod (za <case jam >nmod session) >nmod (v <case severovzhodnem <amod Washingtonu) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	kraj	A[»]B[Frizerski] C[salon] D[za] E[moške]F[«] G[je] H[bil] I[najbolj] J[vroč] K[kraj] L[za] M[jam] N[session] O[v] P[severovzhodnem] Q[Washingtonu]R[.] 	2.43	1.63	4	1.00	1.00	1.00
(» <punct George >conj (in <cc zmaj) >punct «) <nsubj (v <case Wargraveu) <obl se <expl šopiri >obl (z <case izveskom >acl (, <punct ki <mark ga <obj je <aux (po <case eni <nummod strani) <obl poslikal >nsubj (Leslie >nmod (s <case Kraljevske <amod akademije)) >conj (in <cc (po <case drugi) <orphan Hodgson >nmod (z <case iste <det ustanove)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDE	31	šopiri	A[»]B[George] C[in] D[zmaj]E[«] F[v] G[Wargraveu] H[se] I[šopiri] J[z] K[izveskom]L[,] M[ki] N[ga] O[je] P[po] Q[eni] R[strani] S[poslikal] T[Leslie] U[s] V[Kraljevske] W[akademije] X[in] Y[po] Z[drugi] A[Hodgson] B[z] C[iste] D[ustanove]E[.] 	2.69	1.74	6	2.00	1.00	2.00
(» <punct In <cc smo <aux (potencialnega <amod vlagatelja) <obj tudi <advmod našli >parataxis (je >obl (iz <case ene >nmod (od <case držav >nmod EU))) >conj (, <punct vendar <cc nam <iobj je <aux takoj <advmod povedal >ccomp (, <punct da <mark morajo >xcomp (biti >obl (za <case to) >nsubj (tudi <advmod drugi)) >parataxis (, <punct (med <case temi) <orphan tudi <advmod naša <det država))) >punct , >punct «) <ccomp je <aux dejal >nsubj Molan >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM	39	dejal	A[»]B[In] C[smo] D[potencialnega] E[vlagatelja] F[tudi] G[našli] H[je] I[iz] J[ene] K[od] L[držav] M[EU]N[,] O[vendar] P[nam] Q[je] R[takoj] S[povedal]T[,] U[da] V[morajo] W[biti] X[za] Y[to] Z[tudi] A[drugi]B[,] C[med] D[temi] E[tudi] F[naša] G[država]H[,]I[«] J[je] K[dejal] L[Molan]M[.] 	3.42	2.29	7	6.00	3.00	2.00
(» <punct Jaz <nsubj sem <cop Dar >parataxis (, <punct to <nsubj pa <advmod je <cop moja <det sestra >nmod Tally) >punct , >punct «) <ccomp je <aux razložil >nsubj Dar >punct .	1	4.6	ABCDEFGHIJKLMNOPQ	17	razložil	A[»]B[Jaz] C[sem] D[Dar]E[,] F[to] G[pa] H[je] I[moja] J[sestra] K[Tally]L[,]M[«] N[je] O[razložil] P[Dar]Q[.] 	3.00	1.45	4	3.00	2.00	1.50
(» <punct Kaj <obj bomo <aux pa <advmod zdaj <advmod storili >punct ? >punct «) <ccomp so <aux spraševali >nsubj zobki >advmod (kar <advmod vsevprek) >punct .	1	4.6	ABCDEFGHIJKLMN	14	spraševali	A[»]B[Kaj] C[bomo] D[pa] E[zdaj] F[storili]G[?]H[«] I[so] J[spraševali] K[zobki] L[kar] M[vsevprek]N[.] 	2.22	1.45	3	2.00	1.00	2.00
(» <punct Ko <mark je <aux Archie <nsubj (junija >advmod lani) <obl umrl >punct ,) <advcl je <aux bilo <cop (kar <advmod nekam) <advmod tiho >punct .	1	4.6	ABCDEFGHIJKLMN	14	tiho	A[»]B[Ko] C[je] D[Archie] E[junija] F[lani] G[umrl]H[,] I[je] J[bilo] K[kar] L[nekam] M[tiho]N[.] 	3.00	1.34	4	2.00	1.00	2.00
(» <punct Komisija <nsubj verjame >obj (trditvi >acl (, <punct da <mark (strokovni <amod svet) <nsubj ni <aux izrecno <advmod razpravljal >obl (o <case znamki >nmod miz))) >parataxis (, <punct gotovo <advmod pa <advmod bi <aux moral >xcomp (razpravljati >obl (o <case številu >nmod (operacijskih <amod miz >acl (, <punct ki <mark naj <advmod bi <aux jih <obj obnovili >punct ,)) >conj (in <cc o <case tipu >nmod miz)) >advcl (, <punct ker <mark je <cop oboje <nsubj (strokovno >conj (in <cc ne <advmod le <advmod finančno)) <amod vprašanje))) >punct , >punct «) <ccomp je <aux povedal >nsubj Končina >parataxis (, <punct (minister >nmod Keber) <nsubj pa <advmod dodal >ccomp (, <punct da <mark gre >obl (pri <case mizah) >obl (za <case potencialne <amod potrebe >nmod ((približno <advmod 15) <nummod kirurških <amod strok)) >conj (in <cc (strokovni <amod svet) <nsubj ni <aux pridobil >obj (mnenj >nmod (posameznih <amod kirurških <amod strok) >nmod (niti <cc o <case številu >conj (niti <cc o <case tipu >nmod (miz >acl (, <punct ki <mark bi <aux jih <obj potrebovale)))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJK	89	povedal	A[»]B[Komisija] C[verjame] D[trditvi]E[,] F[da] G[strokovni] H[svet] I[ni] J[izrecno] K[razpravljal] L[o] M[znamki] N[miz]O[,] P[gotovo] Q[pa] R[bi] S[moral] T[razpravljati] U[o] V[številu] W[operacijskih] X[miz]Y[,] Z[ki] A[naj] B[bi] C[jih] D[obnovili]E[,] F[in] G[o] H[tipu] I[miz]J[,] K[ker] L[je] M[oboje] N[strokovno] O[in] P[ne] Q[le] R[finančno] S[vprašanje]T[,]U[«] V[je] W[povedal] X[Končina]Y[,] Z[minister] A[Keber] B[pa] C[dodal]D[,] E[da] F[gre] G[pri] H[mizah] I[za] J[potencialne] K[potrebe] L[približno] M[15] N[kirurških] O[strok] P[in] Q[strokovni] R[svet] S[ni] T[pridobil] U[mnenj] V[posameznih] W[kirurških] X[strok] Y[niti] Z[o] A[številu] B[niti] C[o] D[tipu] E[miz]F[,] G[ki] H[bi] I[jih] J[potrebovale]K[.] 	3.75	2.79	10	11.00	4.00	2.75
(» <punct Kot <mark pravi >nsubj (14. <nummod člen >nmod ustave) >punct ,) <advcl so <cop (v <case Sloveniji) <obl vsakomur <iobj zagotovljene >nsubj (enake <det človekove <amod pravice >conj (in <cc temeljne <amod svoboščine)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRS	19	zagotovljene	A[»]B[Kot] C[pravi] D[14.] E[člen] F[ustave]G[,] H[so] I[v] J[Sloveniji] K[vsakomur] L[zagotovljene] M[enake] N[človekove] O[pravice] P[in] Q[temeljne] R[svoboščine]S[.] 	2.27	1.78	4	2.00	1.00	2.00
